latitude,longitude,time_observed_at,scientific_name,common_name,iconic_taxon_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,env_data_completeness
33.1471721667,-117.247375,2025-02-08 18:48:32+00:00,Acarospora schleicheri,Soil Paint Lichen,Fungi,130.0,7.4597249031066895,8.49125862121582,0.1269673854112625,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1472338874,-117.2510721968,2018-01-13 19:58:20+00:00,Acmispon glaber,deerweed,Plantae,146.0,13.548718452453613,61.950992584228516,0.16268905997276306,52.0,0.0,128.0,54.0,67.0,20.0,1.0
33.1486545945,-117.2513723355,2023-04-25 17:07:00+00:00,Acmispon glaber,deerweed,Plantae,100.0,3.8659446239471436,343.3746032714844,0.27368929982185364,90.0,0.0,128.0,54.0,67.0,20.0,1.0
33.1486545945,-117.2513723355,2023-04-25 17:15:00+00:00,Acmispon glaber,deerweed,Plantae,100.0,3.8659446239471436,343.3746032714844,0.27368929982185364,90.0,0.0,128.0,54.0,67.0,20.0,1.0
33.1486545945,-117.2513723355,2023-04-25 18:34:00+00:00,Acmispon glaber,deerweed,Plantae,100.0,3.8659446239471436,343.3746032714844,0.27368929982185364,90.0,0.0,128.0,54.0,67.0,20.0,1.0
33.1483509183,-117.2471214745,2024-01-13 18:50:03+00:00,Acmispon glaber,deerweed,Plantae,113.0,2.2144412994384766,270.0,0.14765606820583344,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1460583333,-117.24832,2024-01-13 21:28:24+00:00,Acmispon glaber,deerweed,Plantae,145.0,5.759568691253662,50.06127166748047,0.14284005761146545,52.0,0.0,128.0,55.0,71.0,20.0,1.0
33.1506282304,-117.248727251,2025-02-08 17:30:32+00:00,Acmispon glaber,deerweed,Plantae,98.0,8.182602882385254,109.73878479003906,0.157515287399292,52.0,0.0,128.0,57.0,69.0,19.0,1.0
33.1526861667,-117.2495583333,2025-06-20 18:33:10+00:00,Acmispon glaber,deerweed,Plantae,125.0,8.9804048538208,78.17842864990234,0.14195583760738373,52.0,0.0,128.0,56.0,71.0,20.0,1.0
33.1460333333,-117.2483383333,2022-03-01 19:27:16+00:00,Acmispon glaber glaber,Coastal Deerweed,Plantae,145.0,5.759568691253662,50.06127166748047,0.14284005761146545,52.0,0.0,128.0,55.0,71.0,20.0,1.0
33.1479652746,-117.246979577,2025-04-09 18:40:48+00:00,Acmispon glaber glaber,Coastal Deerweed,Plantae,112.0,2.992156982421875,338.29132080078125,0.14379410445690155,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1505680344,-117.2487931837,2025-04-30 18:51:59+00:00,Acmispon micranthus,San Diego bird's-foot trefoil,Plantae,102.0,8.532731056213379,115.56742858886719,0.17227113246917725,52.0,0.0,128.0,57.0,69.0,19.0,1.0
33.1510638889,-117.248525,2025-05-12 21:34:13+00:00,Acmispon micranthus,San Diego bird's-foot trefoil,Plantae,101.0,10.518335342407227,110.41043090820312,0.15516044199466705,52.0,0.0,128.0,57.0,69.0,19.0,1.0
33.1497335808,-117.2490601946,2025-04-30 17:30:31+00:00,Aculops rhois,Poison Ivy Leaf Mite,Arachnida,98.0,3.704791784286499,180.0,0.20633623003959656,52.0,0.0,128.0,57.0,69.0,19.0,1.0
33.147684,-117.2525927,2018-04-22 16:05:00+00:00,Adelpha californica,California Sister,Insecta,106.0,13.511812210083008,331.1343994140625,0.21008747816085815,42.0,0.0,128.0,54.0,67.0,20.0,1.0
33.1486138333,-117.2516333333,2019-10-02 22:12:23+00:00,Adelpha californica,California Sister,Insecta,101.0,8.471818923950195,319.5315856933594,0.2554614543914795,42.0,0.0,128.0,54.0,67.0,20.0,1.0
33.146993,-117.247521,2016-01-16 17:45:00+00:00,Adenostoma fasciculatum,chamise,Plantae,132.0,5.6556878089904785,348.74188232421875,0.14556923508644104,52.0,0.0,128.0,54.0,71.0,18.0,1.0
33.147848113,-117.2470057011,2017-01-21 20:03:00+00:00,Adenostoma fasciculatum,chamise,Plantae,112.0,2.992156982421875,338.29132080078125,0.14379410445690155,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1519292431,-117.2481632466,2018-01-13 16:25:42+00:00,Adenostoma fasciculatum,chamise,Plantae,103.0,4.792656421661377,112.71475219726562,0.16409806907176971,52.0,0.0,128.0,56.0,71.0,20.0,1.0
33.1519862032,-117.2481992004,2018-02-28 00:07:26+00:00,Adenostoma fasciculatum,chamise,Plantae,103.0,4.792656421661377,112.71475219726562,0.16409806907176971,52.0,0.0,128.0,56.0,71.0,20.0,1.0
33.1519906585,-117.248132708,2019-04-28 15:51:44+00:00,Adenostoma fasciculatum,chamise,Plantae,103.0,4.792656421661377,112.71475219726562,0.16409806907176971,52.0,0.0,128.0,56.0,71.0,20.0,1.0
33.15204302,-117.2481554,2019-04-28 15:57:14+00:00,Adenostoma fasciculatum,chamise,Plantae,103.0,4.792656421661377,112.71475219726562,0.16409806907176971,52.0,0.0,128.0,56.0,71.0,20.0,1.0
33.1463432312,-117.247505188,2020-01-11 10:11:12+00:00,Adenostoma fasciculatum,chamise,Plantae,135.0,4.7923994064331055,67.28395080566406,0.1399560421705246,52.0,0.0,128.0,54.0,71.0,18.0,1.0
33.1467623033,-117.2473912456,2020-01-11 19:16:29+00:00,Adenostoma fasciculatum,chamise,Plantae,132.0,5.21774435043335,57.87310028076172,0.1338597983121872,52.0,0.0,128.0,54.0,71.0,18.0,1.0
33.1484191294,-117.2473104121,2022-01-15 18:12:47+00:00,Adenostoma fasciculatum,chamise,Plantae,110.0,9.21119499206543,314.3275146484375,0.21096768975257874,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1471666667,-117.2473366667,2022-01-15 18:30:15+00:00,Adenostoma fasciculatum,chamise,Plantae,130.0,7.4597249031066895,8.49125862121582,0.1269673854112625,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1475524902,-117.2471466064,2022-01-15 20:13:24+00:00,Adenostoma fasciculatum,chamise,Plantae,124.0,12.947538375854492,350.3172302246094,0.13245022296905518,52.0,0.0,128.0,55.0,70.0,19.0,1.0
33.1519833333,-117.2481633333,2022-03-01 18:17:25+00:00,Adenostoma fasciculatum,chamise,Plantae,103.0,4.792656421661377,112.71475219726562,0.16409806907176971,52.0,0.0,128.0,56.0,71.0,20.0,1.0
