scientific_name,backup_obs_count,backup_unique_users,backup_unique_days,lat_std,lon_std,backup_research_prop,iconic_taxon_name,common_name,present_in_main
Alopecosa,5,5,5,0.0006782034510946943,0.0009260661637023771,0.0,Arachnida,Fox Spiders,0
Alopecosa kochi,4,2,2,0.0018037337594414206,0.005803956837069463,0.75,Arachnida,Koch's Wolf Spider,0
Alyxoria varia,4,2,2,0.002590436366666815,0.0034105995719888316,0.5,Fungi,Bark scribble,0
Amandinea,1,1,1,0.0,0.0,0.0,Fungi,Button Lichens,0
Amandinea punctata,4,4,4,0.015469021711210004,0.004391421499609091,0.25,Fungi,Tiny Button Lichen,0
Amanita,2,2,2,0.01549927449657452,0.004902818417582188,0.0,Fungi,amanita mushrooms,0
Amanita aprica,1,1,1,0.0,0.0,0.0,Fungi,Sunshine Amanita,0
Amanita magniverrucata,2,2,2,0.0002076148241070263,0.0002032931995853203,0.0,Fungi,Pinecone Amanita,0
Amanita ocreata,1,1,1,0.0,0.0,0.0,Fungi,Western Destroying Angel,0
Amanita pantherina,2,2,2,2.921298529427924e-05,3.812048012223401e-05,0.5,Fungi,Panthercap,0
Amanita pantherinoides,2,2,2,0.003152517709222707,0.0030452731571707177,0.5,Fungi,Western Panther,0
Amanita protecta,1,1,1,0.0,0.0,0.0,Fungi,Protected Ringless Amanita,0
Amaranthaceae,15,14,15,0.009355800155058457,0.0023514462694961026,0.0,Plantae,Amaranth family,0
Amaryllidaceae,1,1,1,0.0,0.0,0.0,Plantae,"amaryllis, onions, and allies",0
Amaryllis belladonna,3,3,3,0.009094922841062449,0.006049827722674642,0.6666666666666666,Plantae,Belladonna Lily,0
Ambigolimax,3,3,3,0.004935209900184083,0.008640951880327454,0.0,Mollusca,Threeband Slugs,0
Amblyopappus pusillus,37,25,33,0.006598010845499228,0.001043976558682527,0.9459459459459459,Plantae,dwarf coastweed,1
Amblystegium serpens,1,1,1,0.0,0.0,0.0,Plantae,creeping feather-moss,0
Ambrosia,2,2,2,0.0031459488286434407,0.0025116533276835756,0.0,Plantae,Ragweeds,0
Ambrosia chamissonis,21,11,21,0.016176851757976705,0.0026431703361070873,0.9523809523809523,Plantae,silver beachweed,1
Ambrosia psilostachya,42,30,37,0.008633049804774246,0.006487441916519436,0.9285714285714286,Plantae,western ragweed,0
Ambrosia salsola,1,1,1,0.0,0.0,0.0,Plantae,Cheesebush,0
Ameiurus,1,1,1,0.0,0.0,0.0,Actinopterygii,Bullheads,0
